ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,Boxing Day,Boxing Day_lower,Boxing Day_upper,Christmas Day,Christmas Day_lower,Christmas Day_upper,Christmas Day (observed),Christmas Day (observed)_lower,Christmas Day (observed)_upper,Day of Mourning for Queen Elizabeth II,Day of Mourning for Queen Elizabeth II_lower,Day of Mourning for Queen Elizabeth II_upper,Easter Monday,Easter Monday_lower,Easter Monday_upper,Eid-al-Fitr,Eid-al-Fitr_lower,Eid-al-Fitr_upper,Election Day,Election Day_lower,Election Day_upper,Good Friday,Good Friday_lower,Good Friday_upper,Inauguration Day,Inauguration Day_lower,Inauguration Day_upper,Jamhuri Day,Jamhuri Day_lower,Jamhuri Day_upper,Labor Day,Labor Day_lower,Labor Day_upper,Labor Day (observed),Labor Day (observed)_lower,Labor Day (observed)_upper,Madaraka Day,Madaraka Day_lower,Madaraka Day_upper,Mashujaa Day,Mashujaa Day_lower,Mashujaa Day_upper,Mashujaa Day (observed),Mashujaa Day (observed)_lower,Mashujaa Day (observed)_upper,National Tree Growing Day,National Tree Growing Day_lower,National Tree Growing Day_upper,New Year's Day,New Year's Day_lower,New Year's Day_upper,New Year's Day (observed),New Year's Day (observed)_lower,New Year's Day (observed)_upper,State Funeral for Former President Mwai Kibaki,State Funeral for Former President Mwai Kibaki_lower,State Funeral for Former President Mwai Kibaki_upper,Utamaduni Day,Utamaduni Day_lower,Utamaduni Day_upper,additive_terms,additive_terms_lower,additive_terms_upper,holidays,holidays_lower,holidays_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2024-10-01,18299.809236143654,47060.219599881464,50172.070395923045,18299.809236143654,18299.809236143654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30265.97488739904,30265.97488739904,30265.97488739904,0.0,0.0,0.0,30265.97488739904,30265.97488739904,30265.97488739904,0.0,0.0,0.0,48565.78412354269
2024-11-01,18390.404962854565,48960.173558995855,52216.727370017055,18390.404962854565,18390.404962854565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8372.60926898406,-8372.60926898406,-8372.60926898406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32242.739755270686,32242.739755270686,32242.739755270686,-8372.60926898406,-8372.60926898406,-8372.60926898406,40615.34902425475,40615.34902425475,40615.34902425475,0.0,0.0,0.0,50633.14471812525
2024-12-01,18478.07824676835,47726.88199330151,50845.42582649306,18478.07824676835,18478.07824676835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30793.49220516846,30793.49220516846,30793.49220516846,0.0,0.0,0.0,30793.49220516846,30793.49220516846,30793.49220516846,0.0,0.0,0.0,49271.57045193681
2025-01-01,18568.673973479257,64852.765378236865,68050.64569881566,18567.822739078467,18569.733274833685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-406978.96153205854,-406978.96153205854,-406978.96153205854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47926.16624006218,47926.16624006218,47926.16624006218,-406978.96153205854,-406978.96153205854,-406978.96153205854,454905.1277721207,454905.1277721207,454905.1277721207,0.0,0.0,0.0,66494.84021354144
2025-02-01,18659.269700190165,26028.96675755725,29326.06621913689,18656.518420014192,18662.58106386538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9055.642806872858,9055.642806872858,9055.642806872858,0.0,0.0,0.0,9055.642806872858,9055.642806872858,9055.642806872858,0.0,0.0,0.0,27714.912507063025
2025-03-01,18741.098098509698,49962.224212263245,53258.26472351239,18735.713421806664,18747.174207359745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32789.938939125066,32789.938939125066,32789.938939125066,0.0,0.0,0.0,32789.938939125066,32789.938939125066,32789.938939125066,0.0,0.0,0.0,51531.037037634764
2025-04-01,18831.693825220606,49518.122605857636,52814.00920219997,18822.917190746764,18841.307014241935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32357.882030713878,32357.882030713878,32357.882030713878,0.0,0.0,0.0,32357.882030713878,32357.882030713878,32357.882030713878,0.0,0.0,0.0,51189.57585593448
2025-05-01,18919.36710913439,51516.90416771465,54898.467977307635,18906.804819441786,18933.23324763117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,516718.2451690971,516718.2451690971,516718.2451690971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34313.50858130718,34313.50858130718,34313.50858130718,516718.2451690971,516718.2451690971,516718.2451690971,-482404.7365877899,-482404.7365877899,-482404.7365877899,0.0,0.0,0.0,53232.875690441564
2025-06-01,19009.9628358453,53826.267430516666,57070.24493397489,18993.06078687014,19027.579548709284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,293446.16564292647,293446.16564292647,293446.16564292647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36384.27846759184,36384.27846759184,36384.27846759184,293446.16564292647,293446.16564292647,293446.16564292647,-257061.88717533462,-257061.88717533462,-257061.88717533462,0.0,0.0,0.0,55394.24130343714
2025-07-01,19097.63611975908,49939.92965584955,53117.18483047895,19076.657763086612,19119.922393473178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32421.763493499053,32421.763493499053,32421.763493499053,0.0,0.0,0.0,32421.763493499053,32421.763493499053,32421.763493499053,0.0,0.0,0.0,51519.39961325814
2025-08-01,19188.231846469993,47773.867714517495,50983.67013365647,19162.228512043752,19216.143089306755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30136.895031112075,30136.895031112075,30136.895031112075,0.0,0.0,0.0,30136.895031112075,30136.895031112075,30136.895031112075,0.0,0.0,0.0,49325.126877582064
2025-09-01,19278.8275731809,48970.81372834365,52295.170460238915,19247.78751800953,19312.90816776275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31486.05590074758,31486.05590074758,31486.05590074758,0.0,0.0,0.0,31486.05590074758,31486.05590074758,31486.05590074758,0.0,0.0,0.0,50764.88347392848
2025-10-01,19366.500857094685,49650.26074920581,52928.68132494017,19329.537142299592,19407.34708673176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31953.18672768322,31953.18672768322,31953.18672768322,0.0,0.0,0.0,31953.18672768322,31953.18672768322,31953.18672768322,0.0,0.0,0.0,51319.6875847779
2025-11-01,19457.096583805593,54846.617482058,58101.763005975714,19414.12598832676,19503.75738870931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37032.96397417971,37032.96397417971,37032.96397417971,0.0,0.0,0.0,37032.96397417971,37032.96397417971,37032.96397417971,0.0,0.0,0.0,56490.0605579853
2025-12-01,19544.769867719377,48808.34748568703,51933.40044177084,19493.992389687653,19597.698603615074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30822.95673791667,30822.95673791667,30822.95673791667,0.0,0.0,0.0,30822.95673791667,30822.95673791667,30822.95673791667,0.0,0.0,0.0,50367.726605636046
